age;job;marital;education;default;housing;loan;contact;month;day_of_week;duration;campaign;pdays;previous;poutcome;emp.var.rate;cons.price.idx;cons.conf.idx;euribor3m;nr.employed;y
46.0;admin.;married;university.degree;no;no;no;cellular;may;thu;154.0;1;999;0;;-1.8;93.876;-40.0;0.692;5008.7;yes
22.0;technician;single;;no;no;no;cellular;may;tue;192.0;1;3;1;success;-1.8;92.893;-46.2;1.266;5099.1;yes
35.0;technician;divorced;professional.course;no;no;no;cellular;jul;tue;77.0;4;999;0;;1.4;93.918;-42.7;4.961;5228.1;no
29.0;admin.;single;university.degree;no;yes;no;cellular;aug;fri;520.0;1;999;0;;1.4;93.444;-36.1;4.964;5228.1;yes
86.0;retired;married;professional.course;no;no;no;telephone;dec;wed;343.0;2;999;0;;-3.0;92.713;-33.0;0.715;5023.5;yes
27.0;admin.;married;high.school;no;yes;no;cellular;may;wed;308.0;3;999;0;;-1.8;92.893;-46.2;1.281;5099.1;no
;self-employed;married;high.school;no;yes;no;cellular;aug;thu;210.0;2;999;0;;1.4;93.444;-36.1;4.962;5228.1;no
58.0;admin.;married;;unknown;no;no;telephone;jun;thu;292.0;1;999;0;;1.4;94.465;-41.8;4.866;5228.1;no
47.0;technician;married;basic.9y;no;yes;no;telephone;may;tue;271.0;1;999;0;;1.1;93.994;-36.4;4.856;5191.0;no
31.0;technician;single;basic.9y;no;yes;no;cellular;may;thu;479.0;1;11;1;success;-1.8;92.893;-46.2;1.266;5099.1;yes
27.0;blue collar;;high.school;no;no;no;cellular;aug;fri;192.0;1;4;1;success;-2.9;92.201;-31.4;0.881;5076.2;yes
34.0;technician;single;university.degree;no;no;no;cellular;may;tue;882.0;1;999;0;;-1.8;92.893;-46.2;1.291;5099.1;yes
52.0;entrepreneur;married;university.degree;unknown;no;yes;telephone;jun;fri;60.0;3;999;0;;1.4;94.465;-41.8;4.967;5228.1;no
34.0;admin.;married;high.school;no;no;yes;cellular;sep;wed;214.0;2;999;0;;-1.1;94.199;-37.5;0.876;4963.6;no
29.0;admin.;married;university.degree;no;no;no;cellular;jul;thu;37.0;1;999;0;;1.4;93.918;-42.7;4.963;5228.1;no
30.0;admin.;single;university.degree;no;yes;no;cellular;aug;fri;217.0;4;999;0;;1.4;93.444;-36.1;4.964;5228.1;no
33.0;admin.;married;high.school;no;yes;no;telephone;may;thu;41.0;1;999;0;;1.1;93.994;-36.4;4.86;5191.0;no
35.0;admin.;married;university.degree;no;yes;no;cellular;jul;wed;287.0;2;999;1;failure;-1.7;94.215;-40.3;0.84;4991.6;yes
45.0;admin.;married;university.degree;no;no;no;telephone;may;fri;134.0;2;999;0;;1.1;93.994;-36.4;4.857;5191.0;no
30.0;admin.;divorced;high.school;no;yes;no;cellular;nov;thu;48.0;2;999;0;;-0.1;93.2;-42.0;4.076;5195.8;no
29.0;technician;single;university.degree;unknown;no;yes;cellular;aug;tue;137.0;2;999;0;;1.4;93.444;-36.1;4.963;5228.1;no
41.0;technician;married;professional.course;no;no;no;cellular;mar;fri;229.0;2;999;0;;-1.8;92.843;-50.0;1.531;5099.1;yes
73.0;retired;married;basic.4y;no;no;no;cellular;aug;mon;348.0;1;999;0;;-2.9;92.201;-31.4;0.861;5076.2;yes
32.0;technician;married;university.degree;no;no;yes;cellular;aug;tue;226.0;2;999;0;;1.4;93.444;-36.1;4.966;5228.1;no
58.0;retired;married;high.school;unknown;yes;no;cellular;aug;thu;194.0;1;999;0;;1.4;93.444;-36.1;4.963;5228.1;no
29.0;admin.;married;university.degree;no;yes;no;cellular;apr;wed;350.0;2;999;0;;-1.8;93.075;-47.1;1.445;5099.1;yes
59.0;housemaid;divorced;basic.4y;unknown;no;no;cellular;jul;tue;277.0;1;999;0;;1.4;93.918;-42.7;4.961;5228.1;no
58.0;retired;married;basic.4y;no;no;no;cellular;jul;wed;1014.0;1;999;0;;1.4;93.918;-42.7;4.962;5228.1;yes
36.0;admin.;divorced;university.degree;no;yes;no;cellular;aug;mon;146.0;2;999;2;failure;-2.9;92.201;-31.4;0.884;5076.2;yes
32.0;admin.;married;university.degree;no;yes;no;cellular;aug;wed;1842.0;1;999;0;;1.4;93.444;-36.1;4.965;5228.1;yes
52.0;admin.;married;university.degree;no;no;no;cellular;sep;fri;1104.0;2;999;0;;-3.4;92.379;-29.8;0.762;5017.5;yes
43.0;services;married;high.school;unknown;yes;no;cellular;may;thu;974.0;2;999;0;;-1.8;92.893;-46.2;1.266;5099.1;yes
43.0;blue collar;married;high.school;unknown;yes;no;telephone;may;tue;190.0;1;999;0;;1.1;93.994;-36.4;4.857;5191.0;no
38.0;blue collar;single;high.school;no;no;no;cellular;mar;wed;141.0;1;999;1;failure;-1.8;93.369;-34.8;0.655;5008.7;yes
43.0;management;married;;no;no;no;telephone;may;fri;204.0;2;999;0;;1.1;93.994;-36.4;4.855;5191.0;no
34.0;entrepreneur;married;university.degree;unknown;yes;no;cellular;nov;mon;2462.0;2;999;0;;-0.1;93.2;-42.0;4.191;5195.8;yes
33.0;blue collar;married;basic.9y;no;yes;no;cellular;may;tue;482.0;1;999;0;;-1.8;92.893;-46.2;1.266;5099.1;yes
31.0;blue collar;single;basic.9y;no;yes;no;telephone;may;tue;182.0;1;999;0;;1.1;93.994;-36.4;4.857;5191.0;no
57.0;admin.;married;university.degree;no;yes;no;cellular;nov;mon;89.0;2;999;0;;-0.1;93.2;-42.0;4.191;5195.8;no
48.0;management;married;university.degree;no;no;no;cellular;oct;wed;301.0;1;999;1;failure;-3.4;92.431;-26.9;0.74;5017.5;no
38.0;admin.;married;high.school;no;yes;yes;cellular;apr;thu;390.0;1;999;0;;-1.8;93.075;-47.1;1.365;5099.1;yes
41.0;admin.;married;high.school;no;yes;no;cellular;nov;mon;353.0;1;999;0;;-0.1;93.2;-42.0;4.191;5195.8;no
36.0;blue collar;married;high.school;unknown;yes;no;cellular;jul;mon;147.0;5;999;0;;1.4;93.918;-42.7;4.96;5228.1;no
27.0;admin.;single;high.school;no;no;no;telephone;aug;wed;415.0;3;999;0;;;;;0.834;5076.2;yes
28.0;admin.;single;university.degree;no;no;no;cellular;jun;mon;69.0;1;999;1;failure;-2.9;92.963;-40.8;1.266;5076.2;yes
30.0;technician;married;professional.course;no;yes;no;cellular;nov;tue;613.0;1;999;0;;-0.1;93.2;-42.0;4.153;5195.8;no
48.0;admin.;single;basic.4y;unknown;no;no;cellular;nov;wed;340.0;2;999;0;;;;;4.12;5195.8;no
41.0;services;married;;no;no;no;telephone;jun;thu;139.0;2;999;0;;1.4;94.465;-41.8;4.958;5228.1;no
40.0;self-employed;married;high.school;unknown;yes;no;telephone;jun;tue;238.0;5;999;0;;1.4;94.465;-41.8;4.864;5228.1;no
41.0;technician;single;high.school;no;yes;no;cellular;may;mon;222.0;3;999;0;;-1.8;92.893;-46.2;1.244;5099.1;no
35.0;admin.;married;university.degree;no;yes;no;cellular;nov;wed;631.0;2;999;0;;-0.1;93.2;-42.0;4.12;5195.8;yes
40.0;management;married;high.school;no;no;no;cellular;aug;wed;838.0;2;999;0;;1.4;93.444;-36.1;4.965;5228.1;yes
42.0;self-employed;married;university.degree;no;no;no;telephone;may;fri;493.0;2;999;0;;1.1;93.994;-36.4;4.857;5191.0;no
58.0;management;married;university.degree;no;no;no;cellular;may;mon;248.0;1;999;1;failure;-1.8;92.893;-46.2;1.244;5099.1;no
35.0;self-employed;married;university.degree;no;no;no;cellular;jul;thu;1175.0;2;999;0;;1.4;93.918;-42.7;4.958;5228.1;yes
51.0;admin.;divorced;high.school;no;yes;no;telephone;sep;fri;19.0;1;999;0;;-1.1;94.199;-37.5;0.879;4963.6;no
29.0;admin.;divorced;university.degree;no;yes;no;cellular;may;thu;241.0;2;999;1;failure;-1.8;92.893;-46.2;1.266;5099.1;no
25.0;blue collar;single;basic.9y;unknown;no;no;telephone;may;thu;56.0;1;999;0;;1.1;93.994;-36.4;4.86;5191.0;no
37.0;admin.;married;university.degree;no;no;no;cellular;sep;wed;265.0;2;6;2;success;-1.1;94.199;-37.5;0.886;4963.6;yes
45.0;self-employed;divorced;university.degree;no;no;yes;cellular;jul;mon;890.0;4;999;0;;1.4;93.918;-42.7;4.962;5228.1;yes
33.0;blue collar;married;professional.course;no;yes;no;cellular;may;fri;669.0;1;999;1;failure;-1.8;92.893;-46.2;1.25;5099.1;yes
40.0;services;married;high.school;no;no;yes;telephone;may;fri;762.0;3;999;0;;1.1;93.994;-36.4;4.864;5191.0;yes
40.0;admin.;married;university.degree;no;no;yes;cellular;apr;thu;499.0;1;999;0;;-1.8;93.075;-47.1;1.365;5099.1;yes
55.0;unemployed;married;basic.9y;no;no;yes;cellular;may;mon;296.0;1;999;0;;;;;1.264;5099.1;yes
30.0;blue collar;married;basic.6y;unknown;yes;no;telephone;jun;tue;482.0;2;999;0;;1.4;94.465;-41.8;4.864;5228.1;yes
68.0;retired;married;basic.4y;no;yes;no;cellular;oct;tue;102.0;1;6;2;success;-3.4;92.431;-26.9;0.728;5017.5;yes
31.0;services;single;high.school;no;yes;no;cellular;sep;fri;336.0;2;6;1;success;-1.1;94.199;-37.5;0.879;4963.6;yes
41.0;admin.;married;university.degree;no;yes;no;telephone;aug;thu;345.0;1;9;3;failure;;;;0.899;4991.6;yes
37.0;admin.;married;high.school;no;yes;no;telephone;may;mon;166.0;4;999;0;;1.1;93.994;-36.4;4.857;5191.0;no
51.0;entrepreneur;single;basic.9y;no;yes;no;cellular;may;wed;396.0;3;999;0;;-1.8;92.893;-46.2;1.334;5099.1;yes
22.0;blue collar;single;basic.9y;no;yes;yes;cellular;jul;mon;848.0;1;999;0;;1.4;93.918;-42.7;4.96;5228.1;yes
21.0;student;single;high.school;no;yes;no;cellular;jun;mon;270.0;1;999;0;;-1.7;94.055;-39.8;0.72;4991.6;yes
64.0;retired;married;;no;yes;yes;cellular;aug;fri;89.0;1;999;1;failure;-2.9;92.201;-31.4;0.849;5076.2;no
;admin.;married;professional.course;no;no;no;cellular;may;thu;584.0;1;999;0;;-1.8;92.893;-46.2;1.266;5099.1;no
46.0;technician;married;professional.course;no;no;no;cellular;apr;tue;279.0;1;999;0;;-1.8;93.075;-47.1;1.423;5099.1;yes
28.0;blue collar;married;basic.6y;no;yes;no;cellular;may;thu;933.0;4;999;0;;-1.8;92.893;-46.2;1.266;5099.1;yes
30.0;services;single;high.school;no;no;no;cellular;may;thu;132.0;2;999;0;;-1.8;92.893;-46.2;1.327;5099.1;no
32.0;self-employed;single;professional.course;unknown;no;no;cellular;may;thu;561.0;3;999;0;;-1.8;92.893;-46.2;1.266;5099.1;yes
36.0;technician;married;basic.4y;no;no;no;cellular;jul;mon;854.0;1;999;0;;1.4;93.918;-42.7;4.96;5228.1;yes
72.0;retired;married;basic.4y;no;yes;no;cellular;may;wed;443.0;4;999;0;;-1.8;93.876;-40.0;0.672;5008.7;yes
30.0;technician;married;university.degree;no;yes;yes;cellular;jul;mon;204.0;4;999;0;;-1.7;94.215;-40.3;0.87;4991.6;yes
35.0;admin.;divorced;high.school;no;yes;no;cellular;apr;thu;285.0;1;999;0;;-1.8;93.075;-47.1;1.365;5099.1;no
49.0;blue collar;married;basic.4y;no;yes;no;telephone;aug;thu;92.0;1;999;0;;1.4;93.444;-36.1;4.964;5228.1;no
30.0;admin.;single;university.degree;no;no;yes;cellular;aug;mon;545.0;1;999;0;;1.4;93.444;-36.1;4.965;5228.1;yes
51.0;blue collar;married;basic.4y;no;yes;no;cellular;may;mon;601.0;3;999;0;;-1.8;92.893;-46.2;1.354;5099.1;yes
35.0;admin.;married;university.degree;no;no;no;cellular;may;thu;229.0;6;999;0;;-1.8;92.893;-46.2;1.266;5099.1;no
59.0;retired;married;basic.6y;no;yes;no;cellular;may;mon;228.0;6;999;0;;-1.8;92.893;-46.2;1.354;5099.1;yes
34.0;blue collar;married;basic.9y;unknown;yes;no;telephone;apr;mon;1353.0;2;5;1;success;-1.8;93.075;-47.1;1.466;5099.1;yes
47.0;admin.;married;university.degree;no;unknown;unknown;cellular;aug;wed;288.0;1;10;2;failure;-1.7;94.027;-38.3;0.9;4991.6;yes
34.0;technician;divorced;professional.course;no;yes;no;cellular;may;fri;1190.0;2;999;0;;-1.8;92.893;-46.2;1.25;5099.1;yes
44.0;admin.;married;basic.9y;unknown;no;no;cellular;may;wed;217.0;3;999;1;failure;-1.8;92.893;-46.2;1.334;5099.1;no
31.0;housemaid;married;high.school;no;yes;no;cellular;jul;mon;225.0;2;999;0;;1.4;93.918;-42.7;4.962;5228.1;no
34.0;technician;married;;no;no;no;cellular;nov;tue;206.0;1;6;2;success;-1.1;94.767;-50.8;1.046;4963.6;yes
26.0;services;married;high.school;no;yes;no;telephone;jul;tue;514.0;11;999;0;;1.4;93.918;-42.7;4.961;5228.1;no
37.0;admin.;single;high.school;no;no;no;cellular;jul;thu;609.0;2;7;3;success;-1.7;94.215;-40.3;0.782;4991.6;yes
48.0;blue collar;married;basic.9y;unknown;no;no;cellular;aug;wed;627.0;2;999;0;;1.4;93.444;-36.1;4.964;5228.1;yes
35.0;blue collar;married;basic.6y;unknown;no;no;cellular;may;fri;813.0;1;999;0;;-1.8;92.893;-46.2;1.313;5099.1;yes
49.0;admin.;single;university.degree;unknown;yes;no;telephone;jun;mon;244.0;3;999;0;;1.4;94.465;-41.8;4.961;5228.1;no
32.0;admin.;single;university.degree;no;no;no;cellular;nov;tue;398.0;2;999;0;;-0.1;93.2;-42.0;4.153;5195.8;no
61.0;retired;married;basic.4y;no;yes;no;cellular;aug;fri;168.0;1;15;1;success;-2.9;92.201;-31.4;0.849;5076.2;yes
37.0;entrepreneur;married;basic.4y;no;yes;no;cellular;apr;fri;1130.0;3;999;0;;-1.8;93.075;-47.1;1.405;5099.1;no
40.0;retired;married;basic.4y;unknown;yes;no;cellular;jul;fri;1689.0;2;999;0;;1.4;93.918;-42.7;4.963;5228.1;yes
48.0;services;single;high.school;no;yes;no;cellular;apr;mon;1202.0;3;999;0;;-1.8;93.075;-47.1;1.405;5099.1;yes
28.0;admin.;married;university.degree;no;yes;no;cellular;may;mon;643.0;1;999;0;;-1.8;92.893;-46.2;1.354;5099.1;yes
33.0;blue collar;married;basic.6y;no;yes;no;cellular;apr;wed;351.0;3;999;0;;-1.8;93.075;-47.1;1.498;5099.1;yes
55.0;blue collar;married;basic.9y;unknown;no;yes;cellular;may;tue;829.0;7;999;0;;-1.8;92.893;-46.2;1.291;5099.1;yes
47.0;technician;divorced;high.school;no;yes;no;cellular;nov;mon;182.0;1;999;1;failure;-3.4;92.649;-30.1;0.722;5017.5;yes
27.0;admin.;divorced;high.school;no;no;no;cellular;may;wed;69.0;11;999;0;;-1.8;92.893;-46.2;1.281;5099.1;no
52.0;blue collar;married;basic.4y;unknown;no;no;telephone;may;tue;222.0;2;999;0;;1.1;93.994;-36.4;4.856;5191.0;no
30.0;blue collar;single;basic.9y;unknown;unknown;unknown;cellular;nov;thu;93.0;2;999;0;;-0.1;93.2;-42.0;4.076;5195.8;no
27.0;unemployed;married;high.school;no;yes;no;telephone;jun;fri;23.0;13;999;0;;1.4;94.465;-41.8;4.959;5228.1;no
46.0;housemaid;married;basic.4y;unknown;no;no;cellular;jul;fri;550.0;2;999;0;;1.4;93.918;-42.7;4.963;5228.1;no
59.0;technician;divorced;professional.course;no;yes;no;cellular;aug;fri;492.0;5;999;0;;1.4;93.444;-36.1;4.964;5228.1;no
52.0;self-employed;married;basic.4y;unknown;no;yes;telephone;jun;fri;381.0;2;999;0;;1.4;94.465;-41.8;4.967;5228.1;yes
48.0;admin.;divorced;university.degree;no;no;no;telephone;may;tue;355.0;5;999;1;failure;-1.8;92.893;-46.2;1.291;5099.1;no
19.0;student;single;;no;yes;no;cellular;apr;fri;156.0;1;999;0;;-1.8;93.075;-47.1;1.405;5099.1;yes
32.0;technician;single;high.school;no;yes;no;cellular;may;tue;1531.0;1;999;0;;-1.8;92.893;-46.2;1.291;5099.1;yes
33.0;blue collar;single;basic.9y;unknown;yes;no;telephone;jun;tue;114.0;3;999;0;;1.4;94.465;-41.8;4.864;5228.1;no
28.0;management;married;university.degree;no;yes;no;telephone;jun;wed;695.0;1;999;0;;1.4;94.465;-41.8;4.962;5228.1;yes
;housemaid;married;basic.4y;no;yes;no;cellular;aug;thu;150.0;1;999;0;;1.4;93.444;-36.1;4.963;5228.1;no
42.0;technician;divorced;professional.course;no;yes;no;cellular;apr;tue;157.0;1;999;1;failure;-1.8;93.075;-47.1;1.453;5099.1;no
36.0;management;married;university.degree;no;no;no;cellular;jul;wed;777.0;10;999;0;;1.4;93.918;-42.7;4.963;5228.1;yes
25.0;housemaid;married;basic.9y;no;no;no;telephone;jun;fri;152.0;1;999;0;;1.4;94.465;-41.8;4.967;5228.1;no
31.0;technician;single;professional.course;no;unknown;unknown;cellular;oct;thu;212.0;2;999;0;;-1.1;94.601;-49.5;1.025;4963.6;yes
31.0;blue collar;married;basic.9y;unknown;yes;no;telephone;jun;tue;1051.0;3;999;0;;1.4;94.465;-41.8;4.961;5228.1;yes
36.0;management;divorced;university.degree;no;yes;no;cellular;sep;tue;337.0;1;6;1;success;-1.1;94.199;-37.5;0.881;4963.6;yes
33.0;management;married;high.school;no;yes;no;telephone;may;fri;178.0;2;999;0;;1.1;93.994;-36.4;4.855;5191.0;no
30.0;blue collar;single;high.school;no;no;no;cellular;nov;mon;250.0;1;999;0;;-3.4;92.649;-30.1;0.714;5017.5;yes
45.0;;married;;unknown;yes;no;telephone;may;thu;56.0;2;999;0;;1.1;93.994;-36.4;4.86;5191.0;no
32.0;technician;married;professional.course;no;yes;no;cellular;jul;wed;172.0;2;999;0;;1.4;93.918;-42.7;4.963;5228.1;no
33.0;admin.;married;high.school;no;no;yes;cellular;may;thu;147.0;1;999;1;failure;-1.8;92.893;-46.2;1.327;5099.1;no
42.0;technician;married;basic.6y;no;yes;no;telephone;jun;wed;261.0;3;999;0;;1.4;94.465;-41.8;4.962;5228.1;no
31.0;admin.;single;high.school;no;yes;no;cellular;may;thu;150.0;1;999;1;failure;-1.8;92.893;-46.2;1.266;5099.1;no
25.0;technician;;university.degree;no;yes;yes;cellular;may;mon;150.0;1;999;0;;-1.8;92.893;-46.2;1.354;5099.1;no
55.0;admin.;divorced;university.degree;no;yes;no;cellular;apr;wed;952.0;1;999;0;;-1.8;93.075;-47.1;1.445;5099.1;yes
45.0;management;married;university.degree;no;no;no;cellular;may;thu;647.0;1;999;1;failure;-1.8;92.893;-46.2;1.327;5099.1;yes
57.0;blue collar;married;professional.course;unknown;yes;no;cellular;jul;mon;857.0;4;999;0;;1.4;93.918;-42.7;4.96;5228.1;yes
49.0;services;married;high.school;no;yes;no;cellular;may;thu;152.0;1;999;0;;-1.8;92.893;-46.2;1.266;5099.1;no
45.0;blue collar;married;basic.9y;unknown;yes;no;telephone;may;mon;461.0;1;999;0;;1.1;93.994;-36.4;4.857;5191.0;yes
59.0;retired;married;professional.course;no;yes;yes;cellular;jun;mon;1460.0;1;999;0;;-2.9;92.963;-40.8;1.266;5076.2;yes
26.0;admin.;single;university.degree;no;no;no;cellular;jul;wed;203.0;4;999;0;;1.4;93.918;-42.7;4.963;5228.1;no
38.0;admin.;single;university.degree;unknown;yes;no;cellular;sep;wed;153.0;1;3;1;success;-3.4;92.379;-29.8;0.768;5017.5;yes
50.0;blue collar;married;basic.4y;unknown;no;no;cellular;may;thu;857.0;3;999;0;;-1.8;92.893;-46.2;1.327;5099.1;no
31.0;admin.;married;professional.course;no;no;yes;cellular;dec;mon;367.0;2;999;1;failure;-3.0;92.713;-33.0;0.709;5023.5;yes
81.0;;divorced;;unknown;yes;no;cellular;nov;mon;263.0;1;999;1;failure;-3.4;92.649;-30.1;0.715;5017.5;yes
30.0;services;married;university.degree;no;yes;no;telephone;may;wed;51.0;3;999;0;;1.1;93.994;-36.4;4.856;5191.0;no
59.0;retired;married;university.degree;unknown;no;no;cellular;jul;wed;767.0;5;999;0;;1.4;93.918;-42.7;4.957;5228.1;yes
55.0;technician;married;professional.course;unknown;yes;no;telephone;may;mon;135.0;1;999;0;;1.1;93.994;-36.4;4.857;5191.0;no
25.0;blue collar;married;basic.9y;no;yes;yes;telephone;jun;mon;60.0;5;999;0;;1.4;94.465;-41.8;4.865;5228.1;no
50.0;unemployed;married;high.school;no;no;no;telephone;may;tue;353.0;3;999;0;;-1.8;93.876;-40.0;0.688;5008.7;yes
33.0;technician;married;professional.course;unknown;no;no;cellular;may;wed;167.0;3;999;1;failure;-1.8;92.893;-46.2;1.334;5099.1;no
76.0;;married;;no;no;no;telephone;jul;thu;301.0;3;999;0;;-1.7;94.215;-40.3;0.899;4991.6;yes
;blue collar;single;basic.9y;no;no;no;telephone;may;fri;267.0;14;999;0;;1.1;93.994;-36.4;4.864;5191.0;no
;technician;single;university.degree;no;yes;no;cellular;aug;fri;142.0;2;999;1;failure;-2.9;92.201;-31.4;0.869;5076.2;no
33.0;admin.;divorced;university.degree;no;no;yes;cellular;may;thu;201.0;8;999;0;;-1.8;92.893;-46.2;1.327;5099.1;no
33.0;technician;married;university.degree;no;yes;no;cellular;aug;tue;664.0;3;999;0;;1.4;93.444;-36.1;4.966;5228.1;yes
52.0;blue collar;married;basic.4y;no;no;no;telephone;aug;thu;4199.0;3;999;0;;1.4;93.444;-36.1;4.963;5228.1;yes
33.0;services;married;high.school;no;yes;no;cellular;jun;wed;274.0;2;12;2;success;-1.7;94.055;-39.8;0.767;4991.6;yes
30.0;self-employed;single;university.degree;no;no;no;cellular;jul;wed;1147.0;4;999;0;;1.4;93.918;-42.7;4.957;5228.1;no
44.0;blue collar;married;basic.4y;no;yes;yes;telephone;may;mon;123.0;2;999;0;;1.1;93.994;-36.4;4.857;5191.0;no
34.0;technician;single;professional.course;no;yes;no;cellular;aug;mon;72.0;1;999;0;;1.4;93.444;-36.1;4.965;5228.1;no
29.0;services;married;professional.course;unknown;yes;no;cellular;aug;tue;2089.0;6;999;0;;1.4;93.444;-36.1;4.965;5228.1;yes
30.0;blue collar;married;basic.6y;no;yes;no;cellular;jul;wed;55.0;10;999;0;;1.4;93.918;-42.7;4.963;5228.1;no
53.0;technician;married;;no;yes;no;telephone;may;mon;65.0;3;999;0;;1.1;93.994;-36.4;4.858;5191.0;no
43.0;technician;married;professional.course;unknown;no;no;cellular;aug;mon;67.0;4;999;0;;1.4;93.444;-36.1;4.965;5228.1;no
58.0;technician;married;basic.9y;no;yes;no;cellular;aug;mon;324.0;1;999;0;;-1.7;94.027;-38.3;0.904;4991.6;yes
29.0;blue collar;single;high.school;no;yes;no;telephone;may;fri;803.0;1;999;0;;1.1;93.994;-36.4;4.859;5191.0;yes
48.0;entrepreneur;married;basic.9y;no;yes;no;cellular;jul;wed;44.0;7;999;0;;1.4;93.918;-42.7;4.963;5228.1;no
39.0;blue collar;married;basic.4y;no;no;no;cellular;may;thu;166.0;3;999;1;failure;-1.8;92.893;-46.2;1.327;5099.1;no
45.0;technician;married;high.school;no;yes;yes;cellular;aug;fri;243.0;1;999;0;;1.4;93.444;-36.1;4.966;5228.1;no
31.0;admin.;married;high.school;unknown;yes;no;cellular;jul;tue;177.0;3;999;0;;1.4;93.918;-42.7;4.961;5228.1;no
47.0;blue collar;married;basic.9y;unknown;no;no;cellular;may;wed;169.0;1;999;0;;-1.8;92.893;-46.2;1.334;5099.1;no
29.0;blue collar;married;basic.6y;no;no;yes;cellular;may;tue;455.0;1;999;0;;-1.8;92.893;-46.2;1.291;5099.1;no
39.0;blue collar;married;basic.6y;no;yes;no;cellular;may;thu;476.0;1;999;0;;-1.8;92.893;-46.2;1.327;5099.1;yes
51.0;management;married;;unknown;yes;yes;telephone;jun;mon;124.0;3;999;0;;1.4;94.465;-41.8;4.865;5228.1;no
55.0;management;married;university.degree;no;yes;no;cellular;apr;fri;949.0;2;999;0;;-1.8;93.075;-47.1;1.405;5099.1;yes
34.0;housemaid;divorced;high.school;no;no;no;telephone;may;fri;553.0;3;999;0;;1.1;93.994;-36.4;4.864;5191.0;yes
70.0;retired;married;basic.4y;no;no;no;cellular;apr;wed;167.0;2;999;1;failure;-1.8;93.075;-47.1;1.415;5099.1;yes
71.0;retired;single;;no;yes;no;cellular;apr;fri;188.0;3;999;0;;-1.8;93.075;-47.1;1.405;5099.1;yes
43.0;technician;married;professional.course;no;yes;no;telephone;jun;wed;26.0;1;999;0;;1.4;94.465;-41.8;4.959;5228.1;no
32.0;self-employed;married;university.degree;no;no;no;cellular;nov;thu;707.0;2;3;2;success;-3.4;92.649;-30.1;0.714;5017.5;yes
43.0;blue collar;married;basic.9y;no;no;no;cellular;mar;tue;180.0;2;999;0;;-1.8;92.843;-50.0;1.799;5099.1;yes
53.0;admin.;single;university.degree;no;no;yes;cellular;apr;thu;586.0;2;999;0;;-1.8;93.075;-47.1;1.365;5099.1;no
39.0;management;married;;no;yes;yes;cellular;nov;thu;758.0;1;999;0;;-0.1;93.2;-42.0;4.076;5195.8;yes
24.0;admin.;single;high.school;no;yes;no;cellular;jul;thu;725.0;3;999;0;;1.4;93.918;-42.7;4.968;5228.1;yes
40.0;services;married;high.school;no;yes;no;cellular;nov;thu;90.0;3;3;2;success;-3.4;92.649;-30.1;0.714;5017.5;yes
51.0;technician;divorced;;unknown;no;no;telephone;jul;fri;511.0;1;999;0;;1.4;93.918;-42.7;4.962;5228.1;no
53.0;blue collar;married;basic.9y;no;no;no;telephone;may;wed;178.0;1;999;0;;1.1;93.994;-36.4;4.859;5191.0;no
57.0;services;married;professional.course;unknown;no;no;cellular;aug;mon;153.0;2;999;0;;1.4;93.444;-36.1;4.965;5228.1;no
31.0;admin.;married;university.degree;unknown;no;no;cellular;aug;wed;150.0;5;999;0;;1.4;93.444;-36.1;4.964;5228.1;no
50.0;admin.;married;university.degree;no;no;no;cellular;aug;tue;587.0;2;999;1;failure;-2.9;92.201;-31.4;0.859;5076.2;yes
